0,1,2
-0.00499390582531588,0.7179019437232774,0.7191432952011869
-0.20977355461291186,0.6975794441946486,0.7191432952011869
-0.38178908527098127,0.707740693958963,0.7191432952011869
-0.6111421781537272,0.44354820008678886,0.7191432952011869
-0.8077325748989662,0.3927419512652171,0.7191432952011869
-0.8241139229677196,0.03711210999268738,0.7191432952011869
-0.643904874291234,-0.20676205449439994,0.7191432952011869
-0.5128540897412069,-0.5217566270446038,0.7191432952011869
-0.054140794015615716,-0.8164328702097209,0.7191432952011869
0.10967979663201738,-0.9688516166744365,0.7191432952011869
0.47009789398498897,-1.0399803650246373,0.7191432952011869
0.674878964764605,-0.979012866438751,0.7191432952011869
0.8305017714177619,-0.5928853753948043,0.7191432952011869
0.9697574499223643,-0.5115953772802894,0.7191432952011869
0.699450986867735,0.4232257005581602,0.7191432952011869
0.3799862596866468,0.5553219474942472,0.7191432952011869
0.15882384083827755,0.49435444890836094,0.7191432952011869
-0.14424389636183876,0.8804819399523075,0.7191432952011869
-0.3244543670303444,0.7179019437232774,0.7191432952011869
-0.7585885306927063,0.6264506958444478,0.7191432952011869
-0.9387833594489934,0.575644447022876,0.7191432952011869
-0.9715602755066988,0.2098394555075582,0.7191432952011869
-0.9224020113802398,-0.24740705355165746,0.7191432952011869
-0.6766675704287407,-0.633530374452062,0.7191432952011869
-0.2425334067663789,-0.8062716204454065,0.7191432952011869
0.20798210496473626,-1.0907866138462092,0.7191432952011869
0.5847673304662626,-0.9993353659673797,0.7191432952011869
0.8796600355442207,-0.9993353659673797,0.7191432952011869
-0.2752961029038857,0.5045156986726753,0.7191432952011869
-0.49645852175225497,0.8296756911307355,0.7191432952011869
-0.45550515158037147,1.0837069352385953,0.7191432952011869
-0.30807301896159106,0.8601594404236786,0.7191432952011869
-0.3244543670303444,0.6467731953730765,0.7191432952011869
-0.4800771736835016,0.4029032010295314,0.7191432952011869
-0.5947608300849738,0.17935570621461505,0.7191432952011869
-0.5046634157068302,-0.21692330425871434,0.7191432952011869
-0.414551781408488,-0.552240376337547,0.7191432952011869
-0.1688173404569887,-0.5115953772802894,0.7191432952011869
0.011388864235457376,-0.48111162798734614,0.7191432952011869
0.2489354751366197,-0.8265941199740352,0.7191432952011869
0.33903288951476335,-0.5725628758661756,0.7191432952011869
0.6093393525693928,-0.5115953772802894,0.7191432952011869
0.8387066653723373,-0.450627878694403,0.7191432952011869
0.5765766564318859,-0.23724580378734308,0.7191432952011869
0.8141204233490086,-0.03401663835751329,0.7191432952011869
